1月用电量,2月用电量,3月用电量,4月用电量,5月用电量,6月用电量,7月用电量,8月用电量,9月用电量,10月用电量,11月用电量,12月用电量
79.26280029394562,68.64066458018362,49.115621255349794,4.296557127674605,64.83539382133696,88.04141400240964,46.3458266012247,91.42481208952762,2.3099388478278526,33.17883657041851,87.73401797611142,71.82651781682526
84.6402124710907,40.977633742123,75.36766754716825,46.309607106541385,0.14278907515837824,89.0358443724709,20.599813302073212,16.69224447074502,40.98293837949848,5.559538671895526,97.06757110199284,47.95483255698042
21.77140762353971,87.59783239098735,52.92236254970572,31.69794287141704,25.642615208398432,32.74150855237152,82.37909240977112,32.402271976815165,1.9412101215112942,96.41958084611895,22.02709555071751,29.39981236736048
41.44410445470581,41.532125027998134,85.94611662241381,77.27446608885111,42.385980754328145,24.528995932807863,43.06521936591224,89.97300875945925,51.81418836726719,40.853688638902554,75.25422617876002,98.73486663168137
46.084012230707785,28.789048006683416,88.55070946619664,96.86529720527294,10.988604555933568,21.66319538270719,78.77704569988563,23.61105510837692,85.79718447058816,63.20342547114704,7.08455077682787,82.91067139534101
62.05131538316303,97.50201970298488,62.25499789971608,88.06171259184335,21.310652992819477,79.71217453617821,71.30171580649605,23.561362743890445,90.84727679792923,78.73927836871879,93.34035255376418,61.66169130862909
29.868847027428234,79.0890408223931,1.0517674690684098,30.540894065826418,67.6460167270659,75.2668509055084,86.9345294573242,53.60728250671073,61.462999076443225,9.958294259080224,44.87867676077176,42.57352094736609
59.182616387710965,54.51007348602202,26.414085901713456,91.79028232467115,72.92022509796016,36.81764971661671,74.8412127286944,6.350932104490581,97.26946249902159,38.31774148810469,73.20989808903016,0.7262906113122192
57.8147853934103,44.970429824187704,90.87588689457439,55.22491134398445,26.697063621734973,55.40008092534584,52.68945508961514,40.99013090474987,33.9103963106164,13.279196800815596,60.287050576555266,86.71716326175502
70.53280242609023,24.51076167387477,74.13850865707242,35.00271043853039,27.691445347572518,71.19263554917849,60.4648348988279,99.03931324358851,59.68033165672688,0.8148909509894886,7.53470219917668,21.694122019006347
82.2856334695796,35.147324650878076,5.553391816365238,5.661722327840635,62.07300623172672,80.6470351663008,17.749659949999284,44.394404275114056,79.23131746159277,6.483376362604865,84.29091505655357,85.06356552450981
52.045199123497895,15.975093293002296,91.78034070390154,16.30155002221405,37.46910464118805,8.941327958803424,65.1032072524517,65.39148562406086,16.960964160147217,94.1546390805496,32.29266475119712,33.05511185786089
8.592173239527924,35.268232614277025,7.899875475848617,7.650282621252913,50.210692942434406,30.663748167819314,21.564001409468858,0.6101890291193901,79.44751961548671,87.16569138990796,92.16916865097609,24.122442560967283
45.607202229976274,23.03411225888461,22.498032129226697,11.11553792154557,35.22456658554166,59.10455784599954,70.32982590502957,26.816362651988534,10.270630849547457,14.978561159435799,92.41345808075616,30.09154821679758
17.423733961117506,57.47081237401404,19.129315200641294,53.88933110558099,95.27620527212105,52.07328951291237,76.54826151382852,39.885729355070495,15.383105129380736,91.83157275000448,49.86203409751483,75.6030962532143
75.19055474358836,5.794019050654464,63.845708387047615,98.68509378358108,7.265585770035232,13.442147427597085,60.93191895045057,93.00734980433865,84.18784723608806,69.95149949202329,64.92402509097901,23.443937507412205
22.845131369299622,74.49439377227006,98.39623682786903,97.896510249184,95.41548647518142,42.81611788076907,99.32273512115528,67.47230949856964,16.99203336862133,33.251385613941174,14.476468115432606,51.627883166696684
25.155021288690595,60.62867265633979,47.38821271059182,61.99554573319932,71.25753581129695,15.387457254536196,67.57661506939995,66.47845015938645,21.761093745315552,30.566704800067733,77.37650257067007,21.347678609543152
86.015273329429,15.730657233447287,95.48104712670057,5.249597280931995,66.29978770441475,74.866680542728,87.31542642886404,70.558326435216,63.49913487459447,8.481058662155782,44.41420532551202,2.7127397775977835
34.99989700488829,95.64898840693301,40.76338792135458,16.773993700270783,51.96918218270804,91.43390208569758,48.396720393222104,79.65932892509267,31.452820088605115,81.28555546092831,59.856114126749674,77.56224964906909
12.20190208925418,87.66542468377828,76.42093723581903,48.899623423094496,30.9966782151229,75.65300900997903,48.790569796664904,31.1470072314024,73.45763515294983,88.67766018887974,13.035924704206325,24.626600170648583
19.138953423303782,63.72904973387835,27.809774063012792,78.30765803435142,56.736388818266825,63.01599830657485,72.43997589780726,34.11857014433435,26.73790701573836,98.49197039516403,6.399956465537016,40.2421342846188
49.80762452047682,76.4051597680208,75.9586400513432,29.241168051059795,1.9966152535863535,27.678214935899902,16.392139520334492,38.1444040974892,11.5255115219418,33.043650798489786,16.85831543704167,12.683720193682168
43.54698518844332,88.66544953662921,46.61079305773359,11.525027989645132,30.21709429824747,61.657414500103236,46.4465112392754,74.20673048124382,65.95012535050674,77.93640440866884,51.22031661715539,89.00017805645531
49.27432136188349,93.47136362061407,60.32467509068593,14.596022074483406,9.66541112367475,21.3492022171459,20.293032823877198,94.4935316225728,95.75964553156582,45.25721311384402,20.84731451927263,36.191768845627045
71.14825250718603,80.72808148274379,75.374290220187,39.656229848113824,81.25247962680307,59.57840770518037,16.655757017665717,78.89104481615095,18.133939565331136,72.47341877046605,75.75084213497473,44.25459821355213
34.64943892610324,80.60727202560957,9.702112471377678,78.7113485649521,92.86503284572079,43.16385587444533,71.21237814170091,62.98105381371914,41.3194269649762,56.09345205983455,18.2588923144836,31.98526301139635
90.77402636691978,43.17690085408778,43.11545325400458,2.444115973098515,7.62665959685439,31.66078763458522,35.668372396433234,10.462544354096348,57.80839536350724,87.55910862107514,68.36946808672353,83.04125534047436
99.38264912334985,49.29989532541021,88.10597399581428,98.05342838519657,20.708965290406,88.98201013983719,12.236583385223243,7.3451895521121084,33.392417922734666,50.850434654443845,81.85480487986399,75.08226087114664
87.72958604505119,72.59049837160852,98.28307105007899,73.70360792636689,46.984518686678726,83.4600137951321,53.29074018823668,24.366895316948778,42.021846339019454,8.845414508556825,54.93226395586125,94.71456648138708
80.81974671008314,41.47640808857778,86.27078102419321,87.35969855008977,49.71591671728738,88.36173589944443,54.63329214922782,67.66778442673177,75.02469963873732,65.59124096282015,6.880843954369498,85.72437547806332
80.25417513967528,77.10378438394436,50.577606195734546,73.375962127668,53.76102658326276,57.890928413197265,38.48321694182681,94.8119587816811,53.10061178345343,34.22508132530393,6.606504212247344,68.53820788709206
37.33513390552488,15.946203142736138,87.18494096570934,15.778241891235512,93.30660898728934,10.029332058904261,10.250336537882665,47.47381048509427,12.519274318972663,7.748847140533821,31.660421535760463,20.843760663783673
29.126896134480994,45.83553924252003,97.43279830885363,33.61101323675174,4.364748233992522,52.27892234939121,3.2484363483804124,65.46423890454774,52.863667220779895,91.61375127937487,69.03726097433693,39.81169861939704
86.17654593743545,95.2444330542757,28.75231158504594,37.399717730001115,43.01484213716547,60.599367439690276,22.24787371296196,54.89070005065925,47.84648170025116,17.249291903903654,47.750708718248944,31.307113855416922
40.96235140416889,60.56480309167629,58.14508073622883,91.70524619524869,33.03931834135903,12.053834703913092,70.64851298488087,39.582991459568696,29.974416713882178,90.73613349201611,50.35041485820728,26.563089168064014
49.65247230134893,9.169853224978164,12.773419843205769,70.3383429293044,14.419640888395069,19.261421445051408,77.82021393750097,8.777336281299341,82.23297758293377,20.586367613725066,96.9698948804242,73.23969024007798
51.51220841031234,0.37022818355634257,35.77053740144473,46.987219579261286,87.51511716934468,29.941574960667282,29.78947718506739,37.544359684495085,10.350527291330291,31.176921063700426,32.41946586657629,53.29529951200118
54.975329577944635,3.086468429643552,22.08627264156734,72.29332898509395,27.520965616200698,58.90273557202288,17.77491122123943,17.78362461347749,25.42954140283683,38.340681253147025,28.54291005056323,88.36738938737669
51.45281252613279,43.98281519319204,10.231113695280314,41.64130973094116,16.975717327633532,51.497367421973806,96.67558941145231,50.737810464787216,72.99648202110728,77.31270718310171,54.02561984545302,16.267829556295176
62.09090650955903,1.8171853586474662,36.82122287393508,31.585274277696428,36.53789961083872,2.235977546699497,68.96050525197303,91.4131872291739,95.20319124297187,70.84445202532636,12.852527657449075,44.96603963559204
22.007811805752088,27.23744679840342,46.25791369409635,43.75755178092383,35.202203594058,46.182169544516796,81.7147057933886,9.979426330215402,90.49521331869799,78.35316415918003,98.88481782150271,88.49023900483863
78.99852471682573,20.261118832143886,97.61568957363738,62.47966849165451,65.70909015728964,55.057513279388736,10.593109479514718,78.79749203438612,2.4758787760916556,88.09254156872562,24.669480267507105,24.068660073829797
18.305016932868178,55.897333791695324,29.19551147588019,6.295022383194548,26.828286660187327,42.109906201354505,10.17087806518907,4.184996303439159,2.2970254261416634,99.91749324770144,62.343204140156836,86.43209086090496
76.18136986564612,44.267940467390964,57.70943183191387,11.357720165060858,56.79865990028424,45.57640347863637,96.59795446987798,41.03337663618909,82.22477674058595,52.42649602469649,9.543236478635874,90.49137558739547
83.40208824254807,52.02651309113207,16.856966994443813,16.443601729111045,20.822467660402587,60.10549714008416,57.85080680776847,29.197646790977817,19.9647505908643,53.20687998639829,69.21170400648641,58.42674211860546
36.47455149746299,23.239895604089746,61.36213251979946,98.48736439500763,10.706177851413646,15.221663547557807,92.74713299685544,21.119840182680683,68.87469003557385,65.75259360452942,85.97956524384053,1.7329969695190628
83.55562690767701,79.82901736651036,46.50156561320049,51.2438804775355,87.18033991785484,28.09083875055457,99.8723468896511,3.8131084245766833,54.34965543924507,28.183756126677416,29.84008370649326,93.4813129336778
66.92056017624502,94.99529237368968,0.1675245297504957,52.575582573489264,26.326005100499195,21.6768929389183,26.992576364932276,33.265934377761106,33.2033048084685,62.78015620971919,46.79127391339228,63.80486267515969
23.418903227117006,45.82032733810082,90.34883883612953,17.294064023603816,14.672664325422769,20.575158120012883,39.048287816070356,1.9489934217794103,70.1926361587898,87.41947367336451,33.72606355313671,9.02367312136172
67.96423108167502,36.68207745555417,43.783554681660654,61.325240982162235,37.54623512963262,61.854929751267704,79.27491496731591,44.54032798333437,82.43765840078375,22.439536429980944,80.68466702540582,51.384527623700734
30.791396676576277,83.8845321204549,97.08763456320465,85.4358157761554,76.26924778745128,72.65728412153842,90.09690966055048,4.5556648602548595,53.392666353332864,72.11417804810573,55.02337322426134,71.69235816074718
50.939816176849476,1.2862817950394234,49.888920743201204,11.654755817706553,61.85860956147088,32.258501003902204,68.87115920634514,69.09116910953314,74.52033966183134,36.26129882364918,58.618224525493986,14.180979361975854
70.99679683345441,16.014303685666174,90.46850566088993,91.93610614741385,12.491465625924958,59.98106198837089,0.06609951412297477,67.89359440362472,54.998087551392715,43.87461013369759,53.2381161599944,30.67184056770824
46.84799027985217,78.76350572633851,83.23223193309221,64.97803441865686,39.37571642815379,51.855193925037234,7.208691942990686,84.14875713890564,84.23641961489605,15.074905087392377,42.45971176253528,45.104314975731
18.242044977042394,80.57544293860657,87.27993318680744,59.44241189059203,70.19176283257481,31.246814194068197,28.833225694817866,48.62083041953559,43.30144437041873,41.35702251036347,62.77306505913731,75.06444134458046
84.30873874960098,4.556889597466219,15.706147340728283,32.91714206644533,47.55790497648077,14.099664692054848,90.38550529556582,2.690266139539421,49.27706855535663,41.70536827493903,85.55262086033576,17.700799203412785
89.47967317892484,74.19323857164957,96.38633125347391,2.543084832528686,29.673907484639816,39.36384716764692,31.19608902968105,75.60518805590384,61.74377194590826,69.81720850642733,79.21460854536765,3.3399172477445616
37.83784343616342,6.315756752131296,51.13861675978103,66.61351107043954,78.5266532609544,82.88964066361609,96.90834084247344,36.510498591381634,39.226318787293735,52.002505725793526,4.633224610580189,91.0154157497711
73.62588511497444,10.4661917545538,66.63922230063693,88.72103967199553,22.87007545288564,11.690851659657708,72.76047697033901,24.941761673374508,67.47428237220043,57.5170079784779,42.49393036048076,3.042029158106807
77.34491890470876,64.47780902472695,34.74910196919304,30.5492795242012,89.7727309625956,75.92577128536082,57.431283481516445,24.11869225047214,20.299966685906757,62.16824576558189,28.150380171641242,16.220155338698994
52.68889805035931,40.28338223297895,2.2186496997872784,66.68242274996312,0.6801518481707292,91.49585541493764,16.514340811666507,47.42663664109513,4.4203424630696375,74.76539384861141,37.8749057161184,28.79685280584967
81.09000115336829,50.392839954451475,58.481813204747425,22.25668784594268,93.26360571784788,27.9358028598793,96.53222037305392,31.498537654879822,47.471859385738455,80.45740421546827,46.16746136342114,88.14539384812915
10.475865904723857,62.43999001024857,49.38187820081576,14.508483696407815,84.79872990229602,45.396535963701226,17.722881618704236,43.338870265241894,80.80055934872108,91.55574539008579,35.98247071580859,37.24384732456431
91.66620329079052,78.51759669875524,38.106962640858214,74.8429617724059,84.40858559956037,95.22750204220576,38.53308771329734,55.340314962137704,94.63007040635118,39.8327920160829,76.53804851547216,0.7658820168936598
37.7873709626874,32.95656214654227,84.06692649214602,92.7824971673818,30.389051128477938,97.09932009970184,41.224014309344234,50.57726151011561,8.474590843701968,95.87869970235492,21.310072543553627,52.437465399257555
25.357495715668232,84.77221018875848,63.2516842827541,74.99925199237144,93.95159089227079,77.91850562821003,65.95830093079206,10.231293129844254,63.9340706088856,49.58660176000262,24.1788047697977,14.856471472489119
52.907618167255976,85.84792724400539,40.84596916725561,2.4146601465134365,64.5025116031262,15.746873140949614,78.5283191663517,35.434454274767205,52.69257261550917,65.87201714648269,51.098528719365845,67.28680430715688
43.36532330579258,80.24732671276217,23.3872860567233,37.64400531194393,56.07662726469209,55.56453567621386,59.34830131776471,81.60533570203631,37.682554485323735,4.197562492825568,77.63035111153701,72.68749134258312
54.16943272286687,32.42331195268421,72.63811814690648,6.085000060338541,18.027156564205036,73.88420430074957,62.58355211242541,40.890086928684156,12.898065535260505,42.64965180969266,38.61044457678497,14.768740695059979
32.91052394326248,85.33371701511197,14.024402015572646,16.064039935634856,60.44851086436004,10.719762429309466,91.77430806403336,63.98176250832489,26.03309148070616,57.49711460466466,89.60675953056241,32.48745851846723
29.306851631338382,51.299900461242466,31.816282272326823,76.14181283669294,33.649671249307566,37.77699821185738,11.779140573649583,46.71503251251088,99.54225186329157,31.83583331241191,47.44865355926259,17.42017060847727
72.77798506033065,28.76479734739149,37.84130749606853,54.823509216035774,74.27715209197596,11.095237221767862,78.57909692670754,19.642449729250256,47.40036726965723,73.22346471101343,12.479451012083542,20.101465245409567
79.76645105842972,22.316558007100873,34.67533428916584,75.10567307947215,26.519599570868213,47.635310588786595,48.37746572388275,34.1039660687698,70.61267241299373,71.11482042921824,93.49398298017559,99.67860220378553
53.066667198750984,90.1193345298147,50.56292144207526,19.2731639313517,50.211016567437895,36.83679969018523,48.20308895866789,19.066682148427837,32.34854656682356,75.40269459871666,90.72493885247735,17.81311587060236
66.35696196963268,50.86778924188044,72.97433673569068,12.295695763983606,77.00020065854011,84.97624323027233,80.4220478226115,36.06903091664344,14.729006585865733,58.15385550847366,13.425646357430487,17.905231968577308
12.146206736165965,37.77743749522722,50.12461968152079,82.23366047565386,15.06864701235553,82.59975993763912,40.261306469686446,39.52805678556038,96.54287616998342,68.91301114170795,22.657599137530227,60.91460997721634
53.36280831653737,27.754288095334278,88.34131264991615,40.7954543262808,86.14708536637157,51.64972312791032,15.306238191992538,35.759744263230345,39.825296724286076,14.037970784306763,29.54722005865972,11.568724291027877
93.18164899410041,32.537956657892494,8.657975280097642,79.72620705979021,29.62496286595664,69.99349615615898,74.71272144648738,44.711098215683776,75.87869739330014,20.42629800289648,3.8061370040388343,39.30330474582813
68.822680668743,38.127894194006075,90.09227347544146,45.24693758163358,10.658381830676266,57.085078236312356,34.859556948557604,41.751928710518925,1.5737338254836142,22.82224744745004,97.32035943425976,80.97935745257084
35.500360877695094,91.96769584426983,92.54862129303379,6.891387457895648,34.588280068145025,25.227427616924825,1.449019528812956,10.343531875151546,38.9645901168815,70.35334823613606,12.814984186848699,75.13531590036342
30.13449452385717,95.51293720515216,43.56520130640513,21.392351710030454,37.253374827895726,87.40298402503697,2.679685882988203,86.8554310325045,31.701753821549474,61.6926650123193,7.943128929490029,11.668983376423336
43.265349849817426,3.1828719424514484,6.192026762137126,5.7242243530652885,38.778245105439545,96.44003878709134,88.32830015022573,61.94826446151862,46.63575234561396,56.75892525560516,44.83896168904128,2.876923826541322
68.84608170513619,87.95090495612044,8.29779363682447,24.052529186883387,52.0074606420163,40.18227018736242,41.73333679551222,68.68405981624439,67.92277383360907,50.0618824262113,57.284569620725414,16.032400106383992
76.04443972098524,21.52680320592927,70.28561536842535,24.83155354733769,94.97980072328464,11.776974609575197,57.04357124906798,3.9921489869099602,19.32715213266939,35.148918682623155,35.090767425472244,40.49709231085302
13.18597279085989,7.650033263682532,32.63884843304767,30.858121696791997,99.7280290432562,64.18044933767402,72.96740385721844,9.714922602575927,99.33290179567807,10.055240430798762,41.8071560728025,96.42784441612943
80.55544362787316,74.21515452586694,55.555083866138276,42.25042352733082,31.16047991033749,26.95487910212667,71.33940176506485,67.92022924744059,35.63020214894036,99.91538931467603,11.24647944230862,29.481828965509415
94.36840724867176,50.85145013089305,70.47835640224417,5.470085593478647,52.447852175119124,94.56717130916675,31.52990536722967,73.78054463286749,60.118382568744785,67.50295201827704,3.841052984270743,88.54514469640351
95.86887665356277,84.88239897425169,15.603497884494455,6.94735276209183,2.658751964465489,73.24258427926279,28.665034379282652,42.56163338337073,66.04921365310597,7.132930432346097,59.5415477592538,35.05704264279041
44.74983666630285,22.99641310875894,25.04131709013231,5.004578372789526,44.3506807435191,98.6721248136797,11.32910085693226,15.545299983675054,58.68199238136715,99.55585835888212,31.14780867740056,1.3082540724182468
9.691834419403488,30.102980433939052,84.07031113801574,40.711821307563035,31.120451276252048,16.541240382084855,39.903362484288984,28.70455915964223,73.47177108496165,25.160238382749256,47.1205299084638,28.90797832774429
93.57967121552848,40.88198807057755,96.32485011232808,89.37155774388059,14.989600308511797,40.298718348916665,25.24467764111241,77.28474626754014,94.4435313888864,93.25240534204853,49.501648769297134,99.60608240319682
51.36028582175337,62.03107163455604,25.882071432217213,94.33683990364383,67.67107654830188,50.134614077932426,30.33072319675332,75.81289643754323,90.11783931641074,12.821698017579264,10.688074378262291,52.348893594652125
89.64473226373572,25.897526752108256,18.00035462422397,60.88714616718104,44.730352882240496,94.42509321193131,37.2990470237155,2.4331361344859026,5.209633087535359,46.310840210207395,81.15849066688311,88.13812212225773
27.21912146992188,71.17760799078391,26.319776000468586,93.29648024300441,82.27481342080517,41.21403612162349,15.582285151636267,74.61789805006829,97.78577035220336,46.49526643743188,87.93490199740516,92.45114854808479
58.717783667908904,47.138096609133065,34.94949134785544,67.06132592183832,64.60131781935607,74.09661370886496,79.30388208189375,69.75077856875444,84.78616947490721,80.09770754098392,38.53345529554103,51.27152832693751
82.31236815448484,88.88606355823437,44.557554653973185,84.97422175943325,8.262918266186947,64.49643393685048,56.54720503485522,10.121693628393679,2.395145485034822,80.67315854030412,81.63229563369202,22.677832526271946
27.151884152515592,34.11838460189824,1.5875994192190213,98.2475108315546,29.672109529918856,72.86015380552374,92.05223663244621,81.30992640538402,56.85327457292675,11.778681454644103,24.284686631159367,4.764489234961644
59.600113389463935,29.387179588630485,81.64753506600351,79.21625183609264,27.71003920409354,72.17118949343585,15.957437456090851,70.4380162356975,90.49573707750207,27.46818615036819,20.444324354742648,59.87499904601565
86.77867131873434,67.46625569452154,81.70468251683883,2.3306857297575867,8.780936573209564,74.45450450832917,1.7789729619618444,30.42132543789089,58.05114062861748,79.2376980329204,9.947166588912548,82.33991674646599
19.71036282244033,5.980351674192597,52.51064903685968,85.14012363317752,70.86775136007523,22.612835881824267,71.90290918207945,83.50896522350791,41.10509938042936,9.75387136303587,81.53169526157853,0.09770083053975975
91.01506960556756,48.359352338157194,66.2093330906037,80.2858987160092,40.8882836406784,99.35327775573926,36.5227288187892,64.67942107751259,24.315976687640962,16.05843678986326,99.08317358919008,21.790039612841973
27.014960028265232,22.20797201247229,95.47532031563509,28.328638853303122,65.21253163064064,40.007337683019,12.214462675436932,32.940870211385075,77.14023936418404,31.04756989274755,73.10915483455236,11.059736670633512
57.4075367524912,60.99806098022065,34.555939805627645,34.59800894383744,34.55468357862691,28.025886618655115,86.07841168731422,33.335451723447726,50.318120607105556,45.61320409126951,37.46853116716618,73.66371248095172
